time_slot,power_mw,price_yuan_per_mwh
1,25.8,1753.02
2,26.2,1618.15
3,25.2,1570.91
4,24.9,1545.35
5,24.3,1574.71
6,23.9,1537.57
7,23.8,1500.88
8,23.4,1472.63
9,23.6,1504.77
10,23.6,1475.78
11,23.4,1458.55
12,23.4,1449.94
13,23.3,1473.47
14,23.0,1468.37
15,23.1,1460.68
16,22.9,1459.02
17,22.5,1458.37
18,22.9,1462.63
19,23.4,1463.74
20,23.5,1465.87
21,23.6,1461.05
22,24.0,1479.95
23,25.3,1498.1
24,27.2,1490.42
25,27.5,1514.96
26,29.5,1533.21
27,31.3,1508.94
28,32.3,1399.27
29,34.1,1506.07
30,35.5,1424.74
31,37.6,1309.7
32,39.9,1204.19
33,40.7,1468.56
34,42.6,1302.75
35,42.7,1186.03
36,42.5,1022.54
37,43.2,1226.7
38,43.6,990.96
39,43.4,760.4
40,42.8,548.74
41,44.9,602.19
42,43.1,437.03
43,43.9,310.87
44,42.8,92.72
45,43.7,348.1
46,42.2,214.9
47,42.4,185.26
48,42.0,110.41
49,40.8,342.36
50,41.1,110.41
51,40.3,104.02
52,40.4,92.72
53,39.8,139.04
54,40.1,171.64
55,40.4,112.45
56,39.4,110.41
57,41.2,92.63
58,41.5,110.41
59,42.6,178.87
60,43.0,277.98
61,42.4,92.72
62,43.7,194.62
63,43.8,355.79
64,44.1,555.13
65,44.8,328.19
66,46.0,630.63
67,47.2,858.87
68,48.7,1254.49
69,47.4,775.78
70,47.6,1204.19
71,49.5,1534.51
72,51.2,1823.05
73,51.1,1290.43
74,51.6,1600.28
75,52.4,1831.85
76,52.0,1920.5
77,53.0,1709.76
78,52.2,1831.85
79,52.3,1852.79
80,52.3,1920.96
81,51.0,1924.94
82,50.5,1922.26
83,49.5,1916.14
84,49.0,1879.74
85,47.5,1841.21
86,47.2,1831.85
87,46.0,1767.47
88,45.0,1678.36
89,44.5,1793.13
90,42.4,1718.75
91,40.3,1630.47
92,40.5,1600.28
93,39.7,1726.16
94,35.7,1579.8
95,33.3,1528.49
96,31.3,1482.08
