time_slot,power_mw,price_yuan_per_mwh
1,32.3,1049.24
2,31.5,979.01
3,31.5,957.7
4,31.4,937.19
5,30.6,949.0
6,29.3,927.08
7,29.7,923.29
8,29.0,898.0
9,28.3,933.33
10,27.0,905.65
11,27.2,890.35
12,27.0,888.08
13,27.1,874.3
14,26.6,876.57
15,27.0,845.22
16,27.9,837.32
17,27.7,849.2
18,27.6,871.06
19,29.3,874.79
20,29.7,875.9
21,31.3,886.0
22,32.8,918.45
23,34.7,940.8
24,35.6,979.68
25,36.8,1029.4
26,38.1,1040.36
27,40.1,1066.63
28,43.0,1026.15
29,45.5,1121.92
30,47.8,1032.34
31,49.2,989.84
32,50.0,920.23
33,51.7,1057.93
34,51.5,979.68
35,52.9,879.75
36,53.5,731.94
37,56.0,947.9
38,54.8,814.97
39,55.7,639.67
40,54.5,507.78
41,57.6,688.35
42,55.0,600.97
43,56.9,492.6
44,55.1,435.35
45,54.7,595.03
46,54.1,509.13
47,54.8,468.41
48,56.1,484.08
49,55.3,520.46
50,54.3,443.49
51,54.8,489.78
52,55.0,429.71
53,53.7,525.29
54,52.4,550.4
55,52.9,532.76
56,52.3,552.91
57,53.6,602.32
58,52.1,612.3
59,52.2,642.85
60,52.3,720.92
61,51.4,499.27
62,53.0,585.18
63,52.0,765.8
64,54.2,905.1
65,54.8,628.46
66,55.1,749.64
67,56.6,933.94
68,57.6,1102.14
69,58.9,851.46
70,62.7,1029.95
71,62.2,1128.1
72,62.6,1256.44
73,65.5,1115.73
74,65.5,1245.3
75,69.6,1383.86
76,67.0,1521.14
77,67.5,1294.89
78,67.3,1377.61
79,67.3,1452.74
80,68.2,1601.84
81,65.9,1446.07
82,65.0,1426.29
83,65.6,1408.23
84,64.1,1377.61
85,63.2,1369.47
86,63.5,1335.85
87,60.3,1255.22
88,57.3,1132.82
89,56.3,1262.38
90,54.8,1177.02
91,54.5,1132.76
92,53.9,1128.1
93,49.8,1125.96
94,46.9,1030.01
95,42.4,1040.85
96,37.7,974.72
