time_slot,power_mw,price_yuan_per_mwh
1,27.4,1048.87
2,26.2,1001.29
3,25.8,958.68
4,25.6,887.84
5,25.6,983.17
6,25.0,958.49
7,24.5,897.26
8,23.8,860.1
9,24.0,918.45
10,23.6,907.12
11,24.1,895.43
12,23.6,879.26
13,23.4,887.9
14,22.8,890.96
15,22.6,894.69
16,22.8,874.67
17,23.1,847.85
18,23.3,868.67
19,23.6,877.92
20,25.0,883.86
21,24.8,851.28
22,26.2,862.18
23,28.5,883.0
24,29.0,913.55
25,30.1,927.33
26,31.5,931.0
27,34.4,937.43
28,36.6,949.0
29,38.0,899.65
30,39.7,871.73
31,41.7,848.65
32,41.8,824.03
33,44.8,902.78
34,45.6,839.77
35,46.1,774.8
36,47.0,639.55
37,47.9,857.28
38,49.8,721.96
39,49.6,568.77
40,50.6,440.18
41,50.8,587.32
42,50.7,492.17
43,50.9,408.16
44,52.4,358.99
45,51.1,357.83
46,52.3,320.91
47,50.4,256.43
48,49.4,222.51
49,49.1,262.92
50,48.5,187.55
51,49.4,165.63
52,48.7,173.34
53,47.9,133.36
54,47.8,132.44
55,47.8,131.46
56,47.0,88.84
57,47.5,153.38
58,48.2,114.62
59,48.6,156.75
60,48.8,212.28
61,49.0,100.72
62,49.6,149.28
63,49.4,244.92
64,50.2,301.07
65,51.3,183.75
66,52.3,358.2
67,53.1,520.52
68,55.2,769.6
69,56.7,649.16
70,58.0,765.38
71,58.1,969.76
72,58.7,1090.51
73,58.4,898.98
74,59.8,937.43
75,59.0,1071.46
76,59.9,1090.51
77,61.3,990.7
78,61.5,1039.07
79,60.3,1090.51
80,59.5,1099.75
81,58.6,1091.67
82,57.3,1090.51
83,57.7,1108.32
84,57.5,1140.78
85,55.8,1071.04
86,54.3,1089.83
87,52.2,1062.4
88,51.9,983.54
89,50.3,1090.51
90,49.2,1043.91
91,47.3,1014.58
92,45.5,928.86
93,44.2,1015.99
94,40.1,958.0
95,36.7,909.88
96,32.6,887.84
